transaction_id,store_id,fecha,mes,dia_semana,hora,ubicacion_tienda,tipo_zona,producto,categoria_producto,precio_unitario,tipo_promocion,clima,cantidad_vendida,prediccion
T07812,S010,2023-03-21,3,Tuesday,21,Cusco,Mixta,Cristal,Alcohol,5.5,Combo,Soleado,4,3.1299790404551886
T06085,S004,2023-07-01,7,Saturday,8,Arequipa,Mixta,Hot Dog,Comidas,7.5,Ninguno,Nublado,3,3.069913115339393
T08774,S005,2023-12-17,12,Sunday,19,Huancayo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,3,3.069913115339393
T08758,S001,2023-01-13,1,Friday,21,Huancayo,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Nublado,2,3.069913115339393
T01693,S007,2023-07-08,7,Saturday,11,Trujillo,Residencial,Shampoo,Aseo,12.0,Descuento,Lluvioso,4,2.9348382796344996
T04735,S009,2023-07-21,7,Friday,7,Cusco,Comercial,Jabon,Aseo,4.5,Ninguno,Lluvioso,4,3.069913115339393
T03388,S008,2023-10-10,10,Tuesday,10,Huancayo,Comercial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,3,3.069913115339393
T03647,S007,2023-02-14,2,Tuesday,11,Arequipa,Residencial,Oreo,Snacks,3.8,Descuento,Soleado,2,2.855008734179954
T01684,S006,2023-02-18,2,Saturday,19,Lima,Mixta,Sandwich,Comidas,8.0,Ninguno,Nublado,4,3.069913115339393
T00009,S001,2023-05-19,5,Friday,14,Piura,Residencial,Cristal,Alcohol,5.5,Ninguno,Nublado,3,3.069913115339393
T06063,S002,2023-09-17,9,Sunday,9,Trujillo,Mixta,Shampoo,Aseo,12.0,Ninguno,Nublado,4,3.069913115339393
T06517,S001,2023-08-21,8,Monday,17,Arequipa,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Nublado,4,3.069913115339393
T04124,S004,2023-10-19,10,Thursday,20,Arequipa,Residencial,Jabon,Aseo,4.5,Ninguno,Lluvioso,4,3.069913115339393
T08730,S003,2023-11-05,11,Sunday,22,Lima,Mixta,Coca Cola 500ml,Bebidas,3.5,Ninguno,Soleado,6,3.069913115339393
T06046,S009,2023-01-14,1,Saturday,11,Arequipa,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,1,3.069913115339393
T00568,S009,2023-09-26,9,Tuesday,16,Piura,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,5,3.069913115339393
T09162,S003,2023-02-12,2,Sunday,22,Arequipa,Comercial,Cristal,Alcohol,5.5,Descuento,Soleado,2,2.889802728593362
T01804,S001,2023-08-13,8,Sunday,22,Huancayo,Mixta,Jabon,Aseo,4.5,Descuento,Lluvioso,3,2.889802728593362
T08502,S004,2023-05-01,5,Monday,21,Piura,Mixta,Inca Kola 500ml,Bebidas,3.2,2x1,Lluvioso,4,3.6395364220811572
T04900,S005,2023-10-31,10,Tuesday,14,Cusco,Comercial,Agua 625ml,Bebidas,2.0,2x1,Nublado,5,3.6395364220811572
T01600,S003,2023-01-15,1,Sunday,18,Piura,Mixta,Cristal,Alcohol,5.5,Ninguno,Lluvioso,2,3.069913115339393
T07932,S009,2023-03-30,3,Thursday,13,Piura,Comercial,Cristal,Alcohol,5.5,Descuento,Lluvioso,8,2.889802728593362
T09547,S008,2023-04-02,4,Sunday,17,Lima,Residencial,Inca Kola 500ml,Bebidas,3.2,2x1,Nublado,4,3.6395364220811572
T02824,S006,2023-08-28,8,Monday,15,Trujillo,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,3,3.069913115339393
T05467,S003,2023-01-18,1,Wednesday,22,Lima,Comercial,Inca Kola 500ml,Bebidas,3.2,Descuento,Nublado,4,2.889802728593362
T03530,S007,2023-08-02,8,Wednesday,9,Trujillo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,1,3.069913115339393
T08684,S006,2023-05-14,5,Sunday,7,Huancayo,Residencial,Agua 625ml,Bebidas,2.0,2x1,Soleado,3,3.6395364220811572
T01155,S006,2023-09-04,9,Monday,20,Piura,Mixta,Cristal,Alcohol,5.5,Descuento,Soleado,1,2.889802728593362
T06548,S010,2023-09-20,9,Wednesday,7,Trujillo,Comercial,Sandwich,Comidas,8.0,Ninguno,Soleado,3,3.069913115339393
T09089,S010,2023-11-28,11,Tuesday,12,Cusco,Residencial,Gatorade,Bebidas,4.0,Ninguno,Soleado,1,3.069913115339393
T07621,S002,2023-03-16,3,Thursday,13,Cusco,Residencial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,3,3.069913115339393
T08297,S010,2023-03-05,3,Sunday,11,Trujillo,Comercial,Paracetamol,Farmacia,5.0,2x1,Soleado,2,3.6395364220811572
T04541,S006,2023-12-04,12,Monday,13,Piura,Mixta,Paracetamol,Farmacia,5.0,2x1,Nublado,2,3.6395364220811572
T09135,S007,2023-11-28,11,Tuesday,17,Cusco,Mixta,Pilsen,Alcohol,6.0,Ninguno,Soleado,2,3.069913115339393
T06483,S007,2023-08-13,8,Sunday,8,Trujillo,Comercial,Coca Cola 500ml,Bebidas,3.5,Descuento,Soleado,4,2.889802728593362
T05826,S008,2023-12-06,12,Wednesday,11,Cusco,Residencial,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,2,3.069913115339393
T01190,S007,2023-04-05,4,Wednesday,8,Arequipa,Comercial,Ibuprofeno,Farmacia,6.0,Descuento,Soleado,5,2.889802728593362
T07445,S006,2023-12-28,12,Thursday,12,Piura,Comercial,Agua 625ml,Bebidas,2.0,2x1,Soleado,6,3.6395364220811572
T08521,S010,2023-03-27,3,Monday,19,Piura,Residencial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,2,3.069913115339393
T00960,S007,2023-11-03,11,Friday,7,Trujillo,Mixta,Pilsen,Alcohol,6.0,Ninguno,Soleado,3,3.069913115339393
T07455,S001,2023-02-07,2,Tuesday,11,Trujillo,Residencial,Jabon,Aseo,4.5,Ninguno,Soleado,5,3.069913115339393
T00037,S003,2023-12-08,12,Friday,16,Arequipa,Residencial,Paracetamol,Farmacia,5.0,2x1,Soleado,3,3.6395364220811572
T07517,S003,2023-12-24,12,Sunday,12,Trujillo,Residencial,Gatorade,Bebidas,4.0,Combo,Soleado,5,3.3202419031680828
T07645,S006,2023-07-16,7,Sunday,18,Huancayo,Residencial,Pilsen,Alcohol,6.0,2x1,Nublado,2,3.6395364220811572
T04439,S003,2023-12-05,12,Tuesday,21,Cusco,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,2,3.069913115339393
T06162,S007,2023-08-14,8,Monday,19,Trujillo,Residencial,Agua 625ml,Bebidas,2.0,Combo,Soleado,4,3.1299790404551886
T07745,S005,2023-08-29,8,Tuesday,12,Lima,Residencial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,4,3.069913115339393
T09587,S008,2023-07-20,7,Thursday,13,Piura,Mixta,Coca Cola 500ml,Bebidas,3.5,Descuento,Lluvioso,4,2.889802728593362
T08120,S007,2023-03-14,3,Tuesday,13,Cusco,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,2,3.069913115339393
T06968,S002,2023-09-16,9,Saturday,22,Piura,Mixta,Paracetamol,Farmacia,5.0,2x1,Lluvioso,4,3.6395364220811572
T05718,S007,2023-09-29,9,Friday,19,Arequipa,Residencial,Sandwich,Comidas,8.0,Ninguno,Soleado,1,3.069913115339393
T00578,S007,2023-04-03,4,Monday,13,Lima,Residencial,Gatorade,Bebidas,4.0,Descuento,Lluvioso,2,2.889802728593362
T09833,S007,2023-03-16,3,Thursday,16,Huancayo,Comercial,Hot Dog,Comidas,7.5,2x1,Nublado,3,3.6395364220811572
T04103,S010,2023-07-13,7,Thursday,21,Lima,Comercial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,1,3.069913115339393
T07647,S005,2023-06-16,6,Friday,19,Cusco,Residencial,Cristal,Alcohol,5.5,2x1,Lluvioso,3,3.6395364220811572
T04152,S004,2023-09-28,9,Thursday,17,Huancayo,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,3,3.069913115339393
T03131,S003,2023-08-17,8,Thursday,14,Trujillo,Comercial,Ibuprofeno,Farmacia,6.0,2x1,Nublado,6,3.6395364220811572
T04890,S008,2023-09-29,9,Friday,16,Trujillo,Mixta,Coca Cola 500ml,Bebidas,3.5,Ninguno,Nublado,1,3.069913115339393
T09976,S003,2023-03-14,3,Tuesday,8,Piura,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,3,3.069913115339393
T07472,S003,2023-01-04,1,Wednesday,18,Arequipa,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,1,3.069913115339393
T01834,S001,2023-05-23,5,Tuesday,13,Lima,Mixta,Chocolate,Snacks,4.0,Ninguno,Nublado,3,3.069913115339393
T09149,S004,2023-10-04,10,Wednesday,22,Cusco,Comercial,Coca Cola 500ml,Bebidas,3.5,2x1,Soleado,5,3.6395364220811572
T04891,S009,2023-07-22,7,Saturday,11,Lima,Residencial,Paracetamol,Farmacia,5.0,2x1,Lluvioso,5,3.6395364220811572
T02288,S008,2023-03-07,3,Tuesday,9,Huancayo,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,4,3.069913115339393
T01330,S001,2023-03-17,3,Friday,8,Piura,Mixta,Oreo,Snacks,3.8,Ninguno,Lluvioso,4,3.069913115339393
T02772,S001,2023-01-22,1,Sunday,19,Arequipa,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,1,3.069913115339393
T03687,S002,2023-07-31,7,Monday,9,Lima,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,6,3.069913115339393
T08284,S001,2023-11-22,11,Wednesday,11,Piura,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,1,3.069913115339393
T05928,S006,2023-05-31,5,Wednesday,13,Piura,Mixta,Lays,Snacks,4.2,Combo,Nublado,4,3.1299790404551886
T00638,S002,2023-11-27,11,Monday,21,Piura,Mixta,Chocolate,Snacks,4.0,2x1,Lluvioso,4,3.6395364220811572
T00048,S006,2023-11-02,11,Thursday,20,Cusco,Mixta,Coca Cola 500ml,Bebidas,3.5,2x1,Lluvioso,3,3.6395364220811572
T02603,S009,2023-07-28,7,Friday,7,Cusco,Mixta,Jabon,Aseo,4.5,Ninguno,Lluvioso,3,3.069913115339393
T01966,S002,2023-09-28,9,Thursday,17,Arequipa,Residencial,Oreo,Snacks,3.8,Ninguno,Nublado,4,3.069913115339393
T02169,S001,2023-11-25,11,Saturday,9,Cusco,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,4,3.069913115339393
T05049,S008,2023-11-12,11,Sunday,9,Cusco,Mixta,Shampoo,Aseo,12.0,Ninguno,Soleado,2,3.069913115339393
T03335,S010,2023-05-02,5,Tuesday,7,Piura,Comercial,Shampoo,Aseo,12.0,Descuento,Lluvioso,1,2.855008734179954
T03020,S003,2023-10-04,10,Wednesday,18,Cusco,Mixta,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,3,3.069913115339393
T08765,S005,2023-02-02,2,Thursday,16,Lima,Residencial,Cristal,Alcohol,5.5,Ninguno,Soleado,6,3.069913115339393
T09177,S009,2023-02-24,2,Friday,22,Huancayo,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,2,3.069913115339393
T01360,S007,2023-12-28,12,Thursday,17,Lima,Mixta,Paracetamol,Farmacia,5.0,Combo,Lluvioso,5,3.1299790404551886
T05798,S005,2023-10-12,10,Thursday,20,Trujillo,Comercial,Sandwich,Comidas,8.0,2x1,Soleado,3,3.6395364220811572
T09401,S001,2023-01-10,1,Tuesday,15,Huancayo,Residencial,Lays,Snacks,4.2,Ninguno,Nublado,4,3.069913115339393
T03252,S006,2023-07-28,7,Friday,8,Trujillo,Comercial,Jabon,Aseo,4.5,Ninguno,Soleado,2,3.069913115339393
T06301,S005,2023-12-18,12,Monday,18,Trujillo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3,3.069913115339393
T02252,S010,2023-08-22,8,Tuesday,21,Lima,Mixta,Chocolate,Snacks,4.0,Ninguno,Lluvioso,4,3.069913115339393
T06028,S002,2023-01-02,1,Monday,10,Lima,Mixta,Cristal,Alcohol,5.5,Ninguno,Soleado,4,3.069913115339393
T01175,S006,2023-03-24,3,Friday,17,Arequipa,Comercial,Paracetamol,Farmacia,5.0,Descuento,Lluvioso,2,2.889802728593362
T08800,S001,2023-12-11,12,Monday,11,Piura,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,4,3.069913115339393
T03280,S004,2023-02-04,2,Saturday,15,Lima,Mixta,Oreo,Snacks,3.8,Ninguno,Nublado,1,3.069913115339393
T02974,S002,2023-08-30,8,Wednesday,20,Lima,Comercial,Doritos,Snacks,4.5,Ninguno,Lluvioso,2,3.069913115339393
T03397,S010,2023-12-02,12,Saturday,17,Cusco,Comercial,Cristal,Alcohol,5.5,Ninguno,Nublado,1,3.069913115339393
T06940,S004,2023-08-01,8,Tuesday,16,Piura,Comercial,Shampoo,Aseo,12.0,Combo,Lluvioso,3,3.1299790404551886
T00965,S009,2023-01-30,1,Monday,14,Lima,Comercial,Inca Kola 500ml,Bebidas,3.2,Descuento,Nublado,1,2.889802728593362
T08575,S007,2023-04-03,4,Monday,14,Cusco,Mixta,Jabon,Aseo,4.5,2x1,Soleado,4,3.6395364220811572
T00743,S010,2023-03-29,3,Wednesday,17,Piura,Mixta,Cristal,Alcohol,5.5,Descuento,Lluvioso,2,2.889802728593362
T07515,S008,2023-05-19,5,Friday,8,Trujillo,Mixta,Oreo,Snacks,3.8,Ninguno,Lluvioso,2,3.069913115339393
T03315,S009,2023-09-21,9,Thursday,22,Cusco,Mixta,Oreo,Snacks,3.8,Ninguno,Nublado,2,3.069913115339393
T04898,S009,2023-02-02,2,Thursday,14,Lima,Comercial,Jabon,Aseo,4.5,Ninguno,Soleado,2,3.069913115339393
T09341,S009,2023-08-05,8,Saturday,21,Lima,Comercial,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,1,3.069913115339393
T04673,S006,2023-12-20,12,Wednesday,13,Arequipa,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,4,3.069913115339393
T08619,S009,2023-03-04,3,Saturday,21,Huancayo,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,4,3.069913115339393
T01217,S010,2023-03-23,3,Thursday,15,Lima,Mixta,Jabon,Aseo,4.5,Ninguno,Soleado,1,3.069913115339393
T04398,S010,2023-01-24,1,Tuesday,12,Cusco,Comercial,Chocolate,Snacks,4.0,Ninguno,Soleado,2,3.069913115339393
T06081,S002,2023-11-02,11,Thursday,8,Lima,Residencial,Inca Kola 500ml,Bebidas,3.2,Descuento,Nublado,2,2.9342250040212243
T02615,S001,2023-02-06,2,Monday,21,Piura,Residencial,Pilsen,Alcohol,6.0,Descuento,Nublado,1,2.889802728593362
T02621,S002,2023-10-04,10,Wednesday,9,Cusco,Residencial,Pilsen,Alcohol,6.0,Descuento,Nublado,4,2.9342250040212243
T08715,S008,2023-08-14,8,Monday,18,Trujillo,Residencial,Chocolate,Snacks,4.0,Ninguno,Soleado,4,3.069913115339393
T07283,S007,2023-09-28,9,Thursday,13,Cusco,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,1,3.069913115339393
T03380,S007,2023-09-20,9,Wednesday,12,Piura,Mixta,Pilsen,Alcohol,6.0,Ninguno,Nublado,7,3.069913115339393
T07302,S001,2023-07-30,7,Sunday,19,Piura,Mixta,Coca Cola 500ml,Bebidas,3.5,Combo,Lluvioso,5,3.1299790404551886
T09857,S009,2023-01-24,1,Tuesday,15,Trujillo,Residencial,Shampoo,Aseo,12.0,Combo,Nublado,3,3.1299790404551886
T05605,S006,2023-07-19,7,Wednesday,8,Cusco,Mixta,Sandwich,Comidas,8.0,Descuento,Soleado,4,2.9348382796344996
T09813,S005,2023-02-14,2,Tuesday,21,Trujillo,Comercial,Shampoo,Aseo,12.0,Ninguno,Lluvioso,2,3.069913115339393
T05786,S001,2023-11-08,11,Wednesday,22,Trujillo,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2,3.069913115339393
T08519,S006,2023-11-10,11,Friday,12,Piura,Residencial,Gatorade,Bebidas,4.0,Ninguno,Nublado,3,3.069913115339393
T06851,S002,2023-01-30,1,Monday,13,Arequipa,Mixta,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,3,3.069913115339393
T01517,S004,2023-08-17,8,Thursday,13,Cusco,Comercial,Hot Dog,Comidas,7.5,Ninguno,Nublado,1,3.069913115339393
T05098,S005,2023-07-19,7,Wednesday,17,Piura,Mixta,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,5,3.069913115339393
T07637,S004,2023-03-07,3,Tuesday,11,Arequipa,Comercial,Agua 625ml,Bebidas,2.0,Descuento,Soleado,2,2.855008734179954
T09086,S007,2023-01-28,1,Saturday,8,Arequipa,Residencial,Jabon,Aseo,4.5,Ninguno,Lluvioso,3,3.069913115339393
T08024,S010,2023-04-27,4,Thursday,17,Lima,Mixta,Doritos,Snacks,4.5,Ninguno,Lluvioso,3,3.3146391427366533
T02393,S004,2023-10-22,10,Sunday,10,Lima,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,2,3.069913115339393
T00587,S009,2023-10-05,10,Thursday,22,Arequipa,Comercial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,4,3.069913115339393
T03520,S004,2023-03-11,3,Saturday,16,Lima,Residencial,Shampoo,Aseo,12.0,Ninguno,Nublado,2,3.069913115339393
T07654,S004,2023-10-07,10,Saturday,10,Cusco,Mixta,Coca Cola 500ml,Bebidas,3.5,2x1,Soleado,3,3.6395364220811572
T08947,S009,2023-06-11,6,Sunday,15,Piura,Residencial,Empanada,Comidas,6.5,2x1,Soleado,4,3.6395364220811572
T00851,S003,2023-05-25,5,Thursday,13,Lima,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,3,3.2596875145546944
T00336,S002,2023-12-27,12,Wednesday,10,Piura,Mixta,Pilsen,Alcohol,6.0,Ninguno,Soleado,1,3.069913115339393
T06635,S007,2023-01-21,1,Saturday,21,Trujillo,Residencial,Jabon,Aseo,4.5,Ninguno,Soleado,6,3.069913115339393
T08973,S007,2023-10-19,10,Thursday,15,Trujillo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,5,3.069913115339393
T07494,S005,2023-01-03,1,Tuesday,9,Trujillo,Comercial,Oreo,Snacks,3.8,Ninguno,Nublado,5,3.069913115339393
T02869,S006,2023-03-29,3,Wednesday,13,Huancayo,Residencial,Doritos,Snacks,4.5,Ninguno,Lluvioso,3,3.069913115339393
T04872,S004,2023-08-30,8,Wednesday,9,Arequipa,Residencial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,3,3.069913115339393
T03551,S002,2023-11-22,11,Wednesday,15,Cusco,Residencial,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3,3.069913115339393
T03843,S006,2023-07-24,7,Monday,22,Huancayo,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,1,3.069913115339393
T07263,S005,2023-08-06,8,Sunday,13,Piura,Comercial,Cristal,Alcohol,5.5,2x1,Soleado,7,3.6395364220811572
T05824,S005,2023-01-08,1,Sunday,10,Cusco,Comercial,Doritos,Snacks,4.5,Ninguno,Nublado,3,3.069913115339393
T00024,S002,2023-05-05,5,Friday,22,Lima,Mixta,Shampoo,Aseo,12.0,Ninguno,Nublado,4,3.069913115339393
T01453,S003,2023-01-21,1,Saturday,9,Trujillo,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3,3.069913115339393
T01685,S005,2023-02-04,2,Saturday,21,Huancayo,Residencial,Cristal,Alcohol,5.5,Descuento,Nublado,3,2.889802728593362
T02311,S010,2023-10-23,10,Monday,19,Arequipa,Comercial,Coca Cola 500ml,Bebidas,3.5,Combo,Lluvioso,1,3.336257067361018
T09064,S010,2023-09-19,9,Tuesday,19,Trujillo,Residencial,Doritos,Snacks,4.5,Combo,Soleado,2,3.1299790404551886
T09407,S007,2023-12-08,12,Friday,21,Lima,Mixta,Chocolate,Snacks,4.0,Combo,Lluvioso,1,3.1299790404551886
T00382,S006,2023-12-24,12,Sunday,18,Trujillo,Mixta,Sandwich,Comidas,8.0,Ninguno,Soleado,7,3.737531340687373
T05814,S005,2023-06-25,6,Sunday,18,Piura,Mixta,Paracetamol,Farmacia,5.0,2x1,Lluvioso,3,3.6395364220811572
T05550,S003,2023-02-03,2,Friday,20,Huancayo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2,3.069913115339393
T09309,S001,2023-08-27,8,Sunday,12,Lima,Mixta,Paracetamol,Farmacia,5.0,Descuento,Lluvioso,2,2.889802728593362
T01619,S008,2023-02-06,2,Monday,10,Lima,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,2,3.069913115339393
T00790,S003,2023-01-15,1,Sunday,10,Huancayo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,6,3.069913115339393
T05984,S002,2023-01-08,1,Sunday,13,Huancayo,Mixta,Gatorade,Bebidas,4.0,Ninguno,Nublado,2,3.069913115339393
T08673,S003,2023-08-05,8,Saturday,14,Huancayo,Residencial,Ibuprofeno,Farmacia,6.0,2x1,Soleado,4,3.6395364220811572
T04476,S008,2023-08-02,8,Wednesday,18,Piura,Comercial,Gatorade,Bebidas,4.0,Descuento,Nublado,2,2.889802728593362
T05606,S001,2023-08-24,8,Thursday,11,Trujillo,Mixta,Doritos,Snacks,4.5,2x1,Nublado,5,3.6395364220811572
T09313,S009,2023-07-28,7,Friday,12,Lima,Comercial,Doritos,Snacks,4.5,Combo,Soleado,2,3.1299790404551886
T05648,S007,2023-04-06,4,Thursday,12,Arequipa,Mixta,Doritos,Snacks,4.5,Ninguno,Nublado,4,3.069913115339393
T06217,S002,2023-06-21,6,Wednesday,12,Cusco,Residencial,Inca Kola 500ml,Bebidas,3.2,2x1,Lluvioso,4,3.6395364220811572
T02287,S001,2023-07-08,7,Saturday,17,Lima,Residencial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Soleado,4,3.069913115339393
T09994,S007,2023-09-23,9,Saturday,10,Trujillo,Comercial,Empanada,Comidas,6.5,Ninguno,Soleado,3,3.069913115339393
T07579,S007,2023-06-08,6,Thursday,13,Cusco,Mixta,Paracetamol,Farmacia,5.0,2x1,Nublado,4,3.6395364220811572
T01183,S010,2023-03-21,3,Tuesday,10,Cusco,Residencial,Jabon,Aseo,4.5,Ninguno,Soleado,3,3.069913115339393
T06002,S008,2023-01-17,1,Tuesday,16,Arequipa,Residencial,Lays,Snacks,4.2,Ninguno,Lluvioso,2,3.069913115339393
T05090,S007,2023-12-03,12,Sunday,8,Huancayo,Residencial,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,3,3.069913115339393
T02517,S009,2023-05-11,5,Thursday,22,Huancayo,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,3,3.069913115339393
T04123,S003,2023-05-11,5,Thursday,20,Cusco,Comercial,Gatorade,Bebidas,4.0,Ninguno,Soleado,4,3.069913115339393
T05521,S006,2023-11-25,11,Saturday,21,Lima,Mixta,Hot Dog,Comidas,7.5,2x1,Soleado,3,3.6395364220811572
T05627,S002,2023-09-29,9,Friday,14,Piura,Mixta,Oreo,Snacks,3.8,Ninguno,Nublado,5,3.069913115339393
T08361,S002,2023-10-12,10,Thursday,8,Huancayo,Mixta,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,2,3.069913115339393
T05872,S003,2023-04-17,4,Monday,14,Piura,Residencial,Paracetamol,Farmacia,5.0,Combo,Nublado,2,3.1299790404551886
T08613,S003,2023-08-09,8,Wednesday,14,Trujillo,Mixta,Pilsen,Alcohol,6.0,2x1,Soleado,4,3.6395364220811572
T07728,S005,2023-10-31,10,Tuesday,19,Arequipa,Mixta,Cristal,Alcohol,5.5,Descuento,Nublado,3,2.9342250040212243
T05969,S001,2023-11-17,11,Friday,12,Cusco,Mixta,Doritos,Snacks,4.5,Descuento,Soleado,3,2.9342250040212243
T01180,S005,2023-03-05,3,Sunday,22,Cusco,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,1,3.069913115339393
T08763,S008,2023-03-12,3,Sunday,21,Cusco,Comercial,Lays,Snacks,4.2,Ninguno,Nublado,6,3.069913115339393
T08236,S002,2023-07-18,7,Tuesday,12,Huancayo,Mixta,Oreo,Snacks,3.8,Ninguno,Lluvioso,4,3.069913115339393
T02819,S007,2023-12-25,12,Monday,9,Huancayo,Mixta,Coca Cola 500ml,Bebidas,3.5,2x1,Soleado,6,3.6395364220811572
T09965,S010,2023-12-13,12,Wednesday,20,Lima,Residencial,Cristal,Alcohol,5.5,Descuento,Soleado,1,2.9342250040212243
T08704,S009,2023-08-08,8,Tuesday,13,Lima,Mixta,Jabon,Aseo,4.5,Ninguno,Lluvioso,3,3.069913115339393
T06609,S007,2023-02-14,2,Tuesday,7,Arequipa,Residencial,Jabon,Aseo,4.5,Ninguno,Nublado,5,3.069913115339393
T02821,S004,2023-02-02,2,Thursday,11,Cusco,Mixta,Cristal,Alcohol,5.5,Combo,Lluvioso,2,3.1299790404551886
T07536,S002,2023-06-05,6,Monday,20,Huancayo,Mixta,Empanada,Comidas,6.5,Combo,Lluvioso,3,3.1299790404551886
T02261,S003,2023-01-05,1,Thursday,16,Cusco,Residencial,Cristal,Alcohol,5.5,2x1,Soleado,4,3.6395364220811572
T02240,S006,2023-06-20,6,Tuesday,9,Trujillo,Mixta,Lays,Snacks,4.2,Ninguno,Nublado,2,3.069913115339393
T06022,S010,2023-10-26,10,Thursday,11,Huancayo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,3,3.069913115339393
T00783,S007,2023-07-02,7,Sunday,12,Huancayo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3,3.069913115339393
T00932,S006,2023-07-19,7,Wednesday,10,Arequipa,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,2,3.069913115339393
T06203,S002,2023-10-01,10,Sunday,13,Huancayo,Residencial,Hot Dog,Comidas,7.5,Ninguno,Nublado,3,3.069913115339393
T02413,S001,2023-08-13,8,Sunday,19,Trujillo,Mixta,Empanada,Comidas,6.5,Ninguno,Nublado,3,3.069913115339393
T06998,S008,2023-04-23,4,Sunday,7,Trujillo,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3,3.069913115339393
T09116,S009,2023-05-23,5,Tuesday,12,Cusco,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,1,3.069913115339393
T01156,S009,2023-10-09,10,Monday,22,Trujillo,Residencial,Cristal,Alcohol,5.5,Ninguno,Nublado,7,3.069913115339393
T08108,S004,2023-12-11,12,Monday,19,Lima,Residencial,Cristal,Alcohol,5.5,Combo,Soleado,4,3.1299790404551886
T05805,S001,2023-03-21,3,Tuesday,21,Trujillo,Residencial,Empanada,Comidas,6.5,Ninguno,Lluvioso,3,3.069913115339393
T04879,S009,2023-11-29,11,Wednesday,20,Piura,Residencial,Chocolate,Snacks,4.0,Ninguno,Soleado,6,3.069913115339393
T03310,S009,2023-12-28,12,Thursday,11,Cusco,Residencial,Paracetamol,Farmacia,5.0,2x1,Nublado,4,3.6395364220811572
T08962,S001,2023-11-27,11,Monday,17,Arequipa,Residencial,Hot Dog,Comidas,7.5,Descuento,Nublado,3,2.8977170675132875
T01703,S001,2023-03-26,3,Sunday,19,Huancayo,Mixta,Sandwich,Comidas,8.0,Ninguno,Lluvioso,1,3.069913115339393
