transaction_id,store_id,fecha,mes,dia_semana,hora,ubicacion_tienda,tipo_zona,producto,categoria_producto,precio_unitario,tipo_promocion,clima,cantidad_vendida
T00700,S005,2023-12-04,12,Monday,21:23,Huancayo,Residencial,Oreo,Snacks,3.8,Descuento,Nublado,3
T00701,S003,2023-06-25,6,Sunday,09:09,Cusco,Comercial,Doritos,Snacks,4.5,Ninguno,Nublado,5
T00702,S006,2023-11-23,11,Thursday,12:13,Lima,Mixta,Chocolate,Snacks,4.0,Ninguno,Nublado,3
T00703,S008,2023-03-27,3,Monday,21:25,Huancayo,Mixta,Coca Cola 500ml,Bebidas,3.5,Ninguno,Soleado,1
T00704,S007,2023-08-31,8,Thursday,15:09,Lima,Comercial,Cristal,Alcohol,5.5,Ninguno,Nublado,4
T00705,S006,2023-09-29,9,Friday,08:06,Cusco,Mixta,Cristal,Alcohol,5.5,Combo,Lluvioso,1
T00706,S010,2023-05-19,5,Friday,15:51,Cusco,Comercial,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,6
T00707,S003,2023-12-11,12,Monday,13:33,Arequipa,Mixta,Paracetamol,Farmacia,5.0,Ninguno,Soleado,3
T00708,S002,2023-02-04,2,Saturday,07:26,Huancayo,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,4
T00709,S002,2023-05-09,5,Tuesday,13:02,Lima,Mixta,Lays,Snacks,4.2,Ninguno,Lluvioso,3
T00710,S003,2023-12-29,12,Friday,10:05,Cusco,Mixta,Doritos,Snacks,4.5,Descuento,Lluvioso,6
T00711,S002,2023-02-26,2,Sunday,12:16,Huancayo,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,3
T00712,S001,2023-05-12,5,Friday,12:49,Cusco,Comercial,Cristal,Alcohol,5.5,Ninguno,Nublado,3
T00713,S004,2023-05-16,5,Tuesday,12:28,Trujillo,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,2
T00714,S004,2023-02-25,2,Saturday,11:34,Trujillo,Mixta,Ibuprofeno,Farmacia,6.0,Descuento,Soleado,2
T00715,S005,2023-02-22,2,Wednesday,08:04,Cusco,Residencial,Cristal,Alcohol,5.5,Ninguno,Nublado,7
T00716,S006,2023-01-20,1,Friday,19:17,Cusco,Mixta,Doritos,Snacks,4.5,Ninguno,Soleado,2
T00717,S002,2023-09-02,9,Saturday,20:25,Trujillo,Residencial,Shampoo,Aseo,12.0,Descuento,Soleado,3
T00718,S007,2023-03-04,3,Saturday,18:21,Lima,Mixta,Cristal,Alcohol,5.5,2x1,Lluvioso,2
T00719,S005,2023-10-01,10,Sunday,17:05,Huancayo,Residencial,Agua 625ml,Bebidas,2.0,Descuento,Soleado,5
T00720,S002,2023-07-16,7,Sunday,13:19,Huancayo,Mixta,Jabon,Aseo,4.5,2x1,Nublado,4
T00721,S001,2023-11-20,11,Monday,21:47,Piura,Residencial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,4
T00722,S005,2023-09-08,9,Friday,19:04,Cusco,Mixta,Jabon,Aseo,4.5,Descuento,Nublado,4
T00723,S001,2023-06-23,6,Friday,08:21,Cusco,Residencial,Coca Cola 500ml,Bebidas,3.5,Descuento,Soleado,4
T00724,S002,2023-12-14,12,Thursday,11:47,Lima,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,3
T00725,S003,2023-08-30,8,Wednesday,08:15,Lima,Residencial,Pilsen,Alcohol,6.0,2x1,Lluvioso,3
T00726,S010,2023-02-19,2,Sunday,21:39,Lima,Residencial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,3
T00727,S007,2023-02-02,2,Thursday,13:27,Arequipa,Residencial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,4
T00728,S003,2023-06-14,6,Wednesday,13:48,Arequipa,Residencial,Jabon,Aseo,4.5,Ninguno,Soleado,4
T00729,S003,2023-08-01,8,Tuesday,12:44,Cusco,Residencial,Empanada,Comidas,6.5,Ninguno,Lluvioso,4
T00730,S008,2023-02-21,2,Tuesday,19:49,Lima,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Soleado,3
T00731,S008,2023-12-28,12,Thursday,16:26,Huancayo,Residencial,Doritos,Snacks,4.5,2x1,Soleado,5
T00732,S003,2023-09-25,9,Monday,21:26,Trujillo,Mixta,Lays,Snacks,4.2,Ninguno,Soleado,3
T00733,S005,2023-09-13,9,Wednesday,09:40,Arequipa,Comercial,Jabon,Aseo,4.5,Descuento,Soleado,1
T00734,S010,2023-04-09,4,Sunday,10:33,Arequipa,Mixta,Jabon,Aseo,4.5,Combo,Lluvioso,5
T00735,S002,2023-11-17,11,Friday,13:17,Piura,Mixta,Chocolate,Snacks,4.0,Ninguno,Nublado,4
T00736,S005,2023-03-23,3,Thursday,08:03,Piura,Comercial,Pilsen,Alcohol,6.0,2x1,Nublado,4
T00737,S009,2023-08-21,8,Monday,08:06,Piura,Residencial,Sandwich,Comidas,8.0,2x1,Soleado,5
T00738,S010,2023-02-06,2,Monday,14:46,Arequipa,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3
T00739,S004,2023-04-28,4,Friday,10:20,Huancayo,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2
T00740,S007,2023-02-07,2,Tuesday,22:37,Piura,Residencial,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,5
T00741,S004,2023-07-18,7,Tuesday,18:08,Huancayo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,4
T00742,S005,2023-03-07,3,Tuesday,08:44,Piura,Residencial,Lays,Snacks,4.2,Ninguno,Nublado,5
T00743,S010,2023-03-29,3,Wednesday,17:14,Piura,Mixta,Cristal,Alcohol,5.5,Descuento,Lluvioso,2
T00744,S004,2023-02-14,2,Tuesday,20:54,Trujillo,Comercial,Oreo,Snacks,3.8,Ninguno,Nublado,3
T00745,S010,2023-08-08,8,Tuesday,14:15,Piura,Mixta,Empanada,Comidas,6.5,Ninguno,Soleado,2
T00746,S009,2023-08-02,8,Wednesday,08:02,Lima,Comercial,Jabon,Aseo,4.5,Combo,Lluvioso,3
T00747,S002,2023-12-23,12,Saturday,10:28,Trujillo,Residencial,Cristal,Alcohol,5.5,Ninguno,Lluvioso,2
T00748,S002,2023-04-22,4,Saturday,11:22,Lima,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,2
T00749,S010,2023-12-27,12,Wednesday,21:54,Lima,Comercial,Empanada,Comidas,6.5,Ninguno,Nublado,6
T00750,S001,2023-04-05,4,Wednesday,18:40,Huancayo,Residencial,Chocolate,Snacks,4.0,Ninguno,Nublado,1
T00751,S005,2023-09-29,9,Friday,08:18,Huancayo,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,3
T00752,S001,2023-12-17,12,Sunday,09:39,Trujillo,Mixta,Jabon,Aseo,4.5,Descuento,Nublado,5
T00753,S006,2023-07-16,7,Sunday,18:29,Arequipa,Residencial,Coca Cola 500ml,Bebidas,3.5,2x1,Lluvioso,4
T00754,S004,2023-10-15,10,Sunday,13:08,Trujillo,Residencial,Jabon,Aseo,4.5,Combo,Lluvioso,1
T00755,S009,2023-04-26,4,Wednesday,17:22,Huancayo,Comercial,Pilsen,Alcohol,6.0,Descuento,Nublado,6
T00756,S009,2023-07-10,7,Monday,18:28,Lima,Comercial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Lluvioso,3
T00757,S002,2023-08-20,8,Sunday,18:51,Piura,Comercial,Shampoo,Aseo,12.0,2x1,Soleado,6
T00758,S005,2023-04-02,4,Sunday,16:04,Lima,Mixta,Gatorade,Bebidas,4.0,Ninguno,Soleado,4
T00759,S009,2023-04-15,4,Saturday,07:18,Piura,Comercial,Pilsen,Alcohol,6.0,Ninguno,Nublado,2
T00760,S001,2023-11-27,11,Monday,07:18,Piura,Mixta,Cristal,Alcohol,5.5,Ninguno,Lluvioso,3
T00761,S006,2023-10-24,10,Tuesday,17:41,Cusco,Mixta,Hot Dog,Comidas,7.5,2x1,Lluvioso,7
T00762,S005,2023-08-23,8,Wednesday,16:36,Piura,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2
T00763,S008,2023-05-28,5,Sunday,08:09,Piura,Mixta,Cristal,Alcohol,5.5,Ninguno,Soleado,2
T00764,S003,2023-04-04,4,Tuesday,12:53,Piura,Residencial,Ibuprofeno,Farmacia,6.0,2x1,Soleado,3
T00765,S003,2023-10-22,10,Sunday,11:28,Piura,Mixta,Agua 625ml,Bebidas,2.0,Ninguno,Lluvioso,4
T00766,S003,2023-06-26,6,Monday,11:23,Trujillo,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Soleado,3
T00767,S003,2023-09-13,9,Wednesday,11:29,Lima,Mixta,Gatorade,Bebidas,4.0,Combo,Lluvioso,2
T00768,S010,2023-11-28,11,Tuesday,16:30,Huancayo,Residencial,Shampoo,Aseo,12.0,Descuento,Lluvioso,1
T00769,S001,2023-06-23,6,Friday,10:46,Piura,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,2
T00770,S008,2023-01-13,1,Friday,19:39,Arequipa,Residencial,Agua 625ml,Bebidas,2.0,Descuento,Nublado,1
T00771,S005,2023-10-26,10,Thursday,14:50,Piura,Residencial,Inca Kola 500ml,Bebidas,3.2,Combo,Soleado,4
T00772,S008,2023-12-13,12,Wednesday,09:32,Arequipa,Mixta,Shampoo,Aseo,12.0,Ninguno,Lluvioso,3
T00773,S007,2023-12-08,12,Friday,18:25,Arequipa,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,1
T00774,S009,2023-06-26,6,Monday,18:19,Lima,Residencial,Agua 625ml,Bebidas,2.0,Combo,Lluvioso,2
T00775,S007,2023-08-15,8,Tuesday,16:10,Huancayo,Comercial,Cristal,Alcohol,5.5,Descuento,Soleado,4
T00776,S009,2023-03-15,3,Wednesday,13:19,Arequipa,Residencial,Jabon,Aseo,4.5,Ninguno,Lluvioso,3
T00777,S007,2023-01-04,1,Wednesday,20:40,Piura,Mixta,Pilsen,Alcohol,6.0,Combo,Nublado,2
T00778,S009,2023-04-13,4,Thursday,12:53,Cusco,Residencial,Paracetamol,Farmacia,5.0,Ninguno,Nublado,4
T00779,S001,2023-09-10,9,Sunday,21:14,Piura,Comercial,Shampoo,Aseo,12.0,Ninguno,Nublado,5
T00780,S004,2023-03-05,3,Sunday,16:26,Lima,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,1
T00781,S007,2023-11-03,11,Friday,18:37,Arequipa,Mixta,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,2
T00782,S010,2023-07-11,7,Tuesday,07:54,Lima,Residencial,Pilsen,Alcohol,6.0,Ninguno,Nublado,2
T00783,S007,2023-07-02,7,Sunday,12:03,Huancayo,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3
T00784,S003,2023-09-29,9,Friday,09:32,Lima,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,3
T00785,S006,2023-06-11,6,Sunday,16:17,Lima,Mixta,Shampoo,Aseo,12.0,2x1,Lluvioso,2
T00786,S008,2023-01-07,1,Saturday,11:33,Cusco,Comercial,Empanada,Comidas,6.5,Ninguno,Soleado,3
T00787,S009,2023-03-21,3,Tuesday,14:53,Trujillo,Mixta,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,1
T00788,S003,2023-08-02,8,Wednesday,21:58,Lima,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,5
T00789,S010,2023-07-05,7,Wednesday,11:52,Trujillo,Comercial,Sandwich,Comidas,8.0,Ninguno,Soleado,2
T00790,S003,2023-01-15,1,Sunday,10:14,Huancayo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,6
T00791,S002,2023-03-08,3,Wednesday,09:27,Lima,Residencial,Oreo,Snacks,3.8,2x1,Nublado,3
T00792,S009,2023-04-11,4,Tuesday,10:02,Trujillo,Residencial,Pilsen,Alcohol,6.0,Descuento,Nublado,2
T00793,S002,2023-01-23,1,Monday,09:19,Lima,Mixta,Agua 625ml,Bebidas,2.0,2x1,Soleado,2
T00794,S005,2023-04-05,4,Wednesday,18:01,Trujillo,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,2
T00795,S001,2023-09-16,9,Saturday,09:06,Trujillo,Residencial,Oreo,Snacks,3.8,Descuento,Lluvioso,3
T00796,S004,2023-03-29,3,Wednesday,07:46,Trujillo,Mixta,Lays,Snacks,4.2,Ninguno,Nublado,1
T00797,S002,2023-10-29,10,Sunday,12:28,Piura,Comercial,Sandwich,Comidas,8.0,2x1,Nublado,5
T00798,S006,2023-09-21,9,Thursday,14:26,Lima,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,5
T00799,S001,2023-09-11,9,Monday,18:45,Lima,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,3
T00800,S008,2023-05-26,5,Friday,21:38,Piura,Mixta,Gatorade,Bebidas,4.0,2x1,Nublado,7
T00801,S008,2023-04-07,4,Friday,09:57,Huancayo,Comercial,Hot Dog,Comidas,7.5,Descuento,Soleado,3
T00802,S002,2023-12-11,12,Monday,10:25,Lima,Residencial,Gatorade,Bebidas,4.0,Ninguno,Nublado,4
T00803,S006,2023-03-28,3,Tuesday,09:23,Piura,Mixta,Pilsen,Alcohol,6.0,Combo,Nublado,2
T00804,S010,2023-08-06,8,Sunday,22:17,Trujillo,Comercial,Inca Kola 500ml,Bebidas,3.2,Descuento,Lluvioso,3
T00805,S003,2023-09-01,9,Friday,19:31,Cusco,Residencial,Cristal,Alcohol,5.5,Ninguno,Soleado,1
T00806,S001,2023-09-12,9,Tuesday,14:40,Lima,Mixta,Hot Dog,Comidas,7.5,Combo,Soleado,4
T00807,S006,2023-12-14,12,Thursday,07:11,Piura,Comercial,Gatorade,Bebidas,4.0,Ninguno,Lluvioso,2
T00808,S005,2023-02-09,2,Thursday,22:50,Huancayo,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,4
T00809,S009,2023-10-05,10,Thursday,17:51,Lima,Residencial,Shampoo,Aseo,12.0,Descuento,Nublado,4
T00810,S008,2023-08-19,8,Saturday,17:54,Lima,Residencial,Gatorade,Bebidas,4.0,Ninguno,Soleado,2
T00811,S005,2023-12-28,12,Thursday,12:31,Huancayo,Comercial,Shampoo,Aseo,12.0,Ninguno,Nublado,4
T00812,S003,2023-12-04,12,Monday,22:30,Trujillo,Residencial,Gatorade,Bebidas,4.0,Ninguno,Nublado,1
T00813,S005,2023-10-30,10,Monday,19:39,Arequipa,Residencial,Hot Dog,Comidas,7.5,2x1,Soleado,3
T00814,S010,2023-03-07,3,Tuesday,18:22,Lima,Mixta,Jabon,Aseo,4.5,Descuento,Nublado,1
T00815,S001,2023-08-08,8,Tuesday,18:22,Huancayo,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,3
T00816,S005,2023-10-31,10,Tuesday,09:58,Lima,Comercial,Lays,Snacks,4.2,2x1,Soleado,3
T00817,S010,2023-01-20,1,Friday,21:42,Trujillo,Comercial,Agua 625ml,Bebidas,2.0,Descuento,Nublado,5
T00818,S007,2023-10-29,10,Sunday,07:20,Arequipa,Mixta,Gatorade,Bebidas,4.0,Ninguno,Soleado,4
T00819,S006,2023-12-20,12,Wednesday,13:21,Piura,Mixta,Pilsen,Alcohol,6.0,Ninguno,Nublado,2
T00820,S002,2023-04-14,4,Friday,22:40,Trujillo,Residencial,Hot Dog,Comidas,7.5,Descuento,Nublado,2
T00821,S002,2023-06-02,6,Friday,19:51,Huancayo,Mixta,Empanada,Comidas,6.5,Ninguno,Soleado,5
T00822,S008,2023-05-20,5,Saturday,09:36,Cusco,Residencial,Shampoo,Aseo,12.0,Descuento,Nublado,2
T00823,S006,2023-09-16,9,Saturday,16:27,Piura,Comercial,Agua 625ml,Bebidas,2.0,2x1,Nublado,3
T00824,S003,2023-09-21,9,Thursday,21:42,Lima,Mixta,Sandwich,Comidas,8.0,Descuento,Lluvioso,2
T00825,S008,2023-10-23,10,Monday,22:13,Arequipa,Mixta,Jabon,Aseo,4.5,2x1,Lluvioso,5
T00826,S008,2023-10-17,10,Tuesday,08:33,Piura,Residencial,Shampoo,Aseo,12.0,Ninguno,Soleado,2
T00827,S002,2023-08-11,8,Friday,20:20,Huancayo,Residencial,Ibuprofeno,Farmacia,6.0,Descuento,Nublado,3
T00828,S004,2023-11-27,11,Monday,12:16,Cusco,Residencial,Hot Dog,Comidas,7.5,2x1,Soleado,7
T00829,S008,2023-01-15,1,Sunday,14:51,Cusco,Mixta,Oreo,Snacks,3.8,Descuento,Nublado,2
T00830,S005,2023-04-14,4,Friday,12:17,Arequipa,Mixta,Pilsen,Alcohol,6.0,Ninguno,Lluvioso,3
T00831,S002,2023-09-06,9,Wednesday,07:03,Arequipa,Mixta,Doritos,Snacks,4.5,Descuento,Nublado,6
T00832,S003,2023-07-06,7,Thursday,09:25,Piura,Residencial,Gatorade,Bebidas,4.0,Combo,Lluvioso,2
T00833,S004,2023-09-25,9,Monday,15:31,Trujillo,Residencial,Paracetamol,Farmacia,5.0,Descuento,Nublado,5
T00834,S003,2023-07-19,7,Wednesday,14:59,Lima,Residencial,Sandwich,Comidas,8.0,Ninguno,Soleado,5
T00835,S008,2023-07-29,7,Saturday,15:55,Trujillo,Comercial,Hot Dog,Comidas,7.5,Ninguno,Lluvioso,2
T00836,S005,2023-10-07,10,Saturday,20:30,Piura,Comercial,Agua 625ml,Bebidas,2.0,2x1,Nublado,4
T00837,S010,2023-06-07,6,Wednesday,07:41,Lima,Mixta,Ibuprofeno,Farmacia,6.0,Combo,Lluvioso,4
T00838,S006,2023-05-10,5,Wednesday,19:19,Huancayo,Residencial,Inca Kola 500ml,Bebidas,3.2,2x1,Lluvioso,8
T00839,S005,2023-07-18,7,Tuesday,07:58,Arequipa,Residencial,Chocolate,Snacks,4.0,Combo,Soleado,1
T00840,S007,2023-03-24,3,Friday,21:40,Lima,Comercial,Empanada,Comidas,6.5,Ninguno,Soleado,5
T00841,S002,2023-07-31,7,Monday,17:45,Piura,Mixta,Cristal,Alcohol,5.5,Ninguno,Nublado,4
T00842,S009,2023-06-30,6,Friday,20:38,Huancayo,Comercial,Jabon,Aseo,4.5,2x1,Nublado,3
T00843,S003,2023-01-27,1,Friday,12:40,Lima,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,5
T00844,S009,2023-06-10,6,Saturday,09:07,Huancayo,Mixta,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,2
T00845,S003,2023-06-13,6,Tuesday,21:30,Arequipa,Residencial,Shampoo,Aseo,12.0,Descuento,Lluvioso,3
T00846,S003,2023-05-25,5,Thursday,13:05,Cusco,Comercial,Shampoo,Aseo,12.0,Ninguno,Lluvioso,2
T00847,S008,2023-01-12,1,Thursday,14:58,Piura,Comercial,Doritos,Snacks,4.5,Ninguno,Lluvioso,5
T00848,S002,2023-07-25,7,Tuesday,20:38,Arequipa,Residencial,Doritos,Snacks,4.5,Ninguno,Lluvioso,4
T00849,S008,2023-09-27,9,Wednesday,20:49,Huancayo,Comercial,Coca Cola 500ml,Bebidas,3.5,Combo,Soleado,7
T00850,S007,2023-04-08,4,Saturday,15:18,Piura,Comercial,Oreo,Snacks,3.8,2x1,Soleado,3
T00851,S003,2023-05-25,5,Thursday,13:26,Lima,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,3
T00852,S008,2023-05-08,5,Monday,18:37,Lima,Residencial,Chocolate,Snacks,4.0,2x1,Nublado,3
T00853,S007,2023-12-21,12,Thursday,19:43,Huancayo,Comercial,Lays,Snacks,4.2,Ninguno,Lluvioso,3
T00854,S006,2023-02-07,2,Tuesday,10:35,Piura,Comercial,Shampoo,Aseo,12.0,Ninguno,Nublado,4
T00855,S005,2023-01-03,1,Tuesday,15:32,Cusco,Mixta,Jabon,Aseo,4.5,2x1,Nublado,5
T00856,S008,2023-10-25,10,Wednesday,12:16,Arequipa,Comercial,Doritos,Snacks,4.5,Ninguno,Soleado,1
T00857,S006,2023-12-30,12,Saturday,20:09,Lima,Residencial,Agua 625ml,Bebidas,2.0,Ninguno,Nublado,2
T00858,S005,2023-07-04,7,Tuesday,20:18,Trujillo,Comercial,Sandwich,Comidas,8.0,Combo,Lluvioso,2
T00859,S003,2023-03-26,3,Sunday,17:47,Trujillo,Mixta,Hot Dog,Comidas,7.5,Combo,Lluvioso,5
T00860,S001,2023-04-07,4,Friday,11:03,Cusco,Comercial,Pilsen,Alcohol,6.0,Ninguno,Soleado,2
T00861,S001,2023-08-12,8,Saturday,10:57,Cusco,Comercial,Ibuprofeno,Farmacia,6.0,Combo,Lluvioso,5
T00862,S003,2023-08-23,8,Wednesday,22:07,Lima,Comercial,Shampoo,Aseo,12.0,Descuento,Soleado,1
T00863,S005,2023-04-03,4,Monday,12:47,Trujillo,Mixta,Lays,Snacks,4.2,Ninguno,Lluvioso,4
T00864,S004,2023-09-27,9,Wednesday,12:26,Cusco,Mixta,Doritos,Snacks,4.5,Combo,Soleado,2
T00865,S002,2023-05-26,5,Friday,10:25,Arequipa,Residencial,Empanada,Comidas,6.5,Ninguno,Soleado,3
T00866,S005,2023-12-29,12,Friday,22:29,Trujillo,Mixta,Gatorade,Bebidas,4.0,2x1,Soleado,6
T00867,S010,2023-12-02,12,Saturday,21:20,Piura,Residencial,Empanada,Comidas,6.5,Combo,Soleado,3
T00868,S010,2023-06-15,6,Thursday,08:47,Cusco,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,2
T00869,S004,2023-05-03,5,Wednesday,19:05,Piura,Comercial,Empanada,Comidas,6.5,Ninguno,Nublado,2
T00870,S007,2023-12-01,12,Friday,11:07,Huancayo,Comercial,Sandwich,Comidas,8.0,Ninguno,Lluvioso,3
T00871,S004,2023-07-03,7,Monday,10:53,Cusco,Comercial,Jabon,Aseo,4.5,Ninguno,Nublado,2
T00872,S006,2023-10-16,10,Monday,20:05,Trujillo,Residencial,Cristal,Alcohol,5.5,Descuento,Nublado,3
T00873,S008,2023-02-17,2,Friday,08:32,Huancayo,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Lluvioso,2
T00874,S002,2023-09-11,9,Monday,09:18,Cusco,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,3
T00875,S009,2023-05-08,5,Monday,20:18,Lima,Residencial,Lays,Snacks,4.2,Ninguno,Lluvioso,1
T00876,S010,2023-07-31,7,Monday,10:29,Arequipa,Comercial,Gatorade,Bebidas,4.0,2x1,Nublado,3
T00877,S008,2023-09-15,9,Friday,07:07,Piura,Residencial,Jabon,Aseo,4.5,2x1,Nublado,6
T00878,S008,2023-08-02,8,Wednesday,16:20,Huancayo,Comercial,Coca Cola 500ml,Bebidas,3.5,Ninguno,Lluvioso,4
T00879,S010,2023-04-06,4,Thursday,13:11,Arequipa,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,3
T00880,S008,2023-01-03,1,Tuesday,19:07,Cusco,Mixta,Pilsen,Alcohol,6.0,Ninguno,Nublado,3
T00881,S007,2023-06-05,6,Monday,18:44,Arequipa,Residencial,Ibuprofeno,Farmacia,6.0,2x1,Soleado,3
T00882,S004,2023-04-08,4,Saturday,10:52,Lima,Residencial,Doritos,Snacks,4.5,Ninguno,Nublado,6
T00883,S009,2023-11-29,11,Wednesday,14:27,Piura,Residencial,Paracetamol,Farmacia,5.0,Descuento,Nublado,1
T00884,S003,2023-08-31,8,Thursday,20:01,Huancayo,Mixta,Pilsen,Alcohol,6.0,Ninguno,Nublado,3
T00885,S005,2023-01-11,1,Wednesday,21:37,Trujillo,Comercial,Cristal,Alcohol,5.5,Ninguno,Soleado,4
T00886,S010,2023-02-22,2,Wednesday,20:26,Trujillo,Mixta,Empanada,Comidas,6.5,Descuento,Lluvioso,2
T00887,S010,2023-09-07,9,Thursday,19:31,Huancayo,Comercial,Empanada,Comidas,6.5,Ninguno,Soleado,3
T00888,S009,2023-09-28,9,Thursday,07:27,Lima,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Lluvioso,5
T00889,S006,2023-03-01,3,Wednesday,22:39,Cusco,Mixta,Cristal,Alcohol,5.5,Combo,Nublado,4
T00890,S004,2023-05-28,5,Sunday,13:30,Trujillo,Residencial,Inca Kola 500ml,Bebidas,3.2,Ninguno,Lluvioso,3
T00891,S007,2023-11-05,11,Sunday,21:08,Cusco,Mixta,Ibuprofeno,Farmacia,6.0,Descuento,Lluvioso,2
T00892,S002,2023-08-30,8,Wednesday,12:39,Huancayo,Comercial,Ibuprofeno,Farmacia,6.0,Ninguno,Soleado,4
T00893,S008,2023-03-22,3,Wednesday,22:06,Arequipa,Residencial,Oreo,Snacks,3.8,Descuento,Soleado,3
T00894,S003,2023-01-10,1,Tuesday,18:56,Piura,Mixta,Jabon,Aseo,4.5,Ninguno,Soleado,2
T00895,S009,2023-08-09,8,Wednesday,10:39,Piura,Comercial,Agua 625ml,Bebidas,2.0,Ninguno,Nublado,1
T00896,S009,2023-01-24,1,Tuesday,15:57,Trujillo,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,1
T00897,S002,2023-08-13,8,Sunday,21:53,Trujillo,Mixta,Paracetamol,Farmacia,5.0,Descuento,Soleado,3
T00898,S004,2023-09-17,9,Sunday,10:10,Arequipa,Residencial,Jabon,Aseo,4.5,2x1,Lluvioso,2
T00899,S003,2023-08-15,8,Tuesday,22:46,Huancayo,Comercial,Sandwich,Comidas,8.0,Descuento,Nublado,2
T00900,S001,2023-04-14,4,Friday,21:26,Piura,Comercial,Doritos,Snacks,4.5,Descuento,Nublado,1
T00901,S007,2023-03-29,3,Wednesday,09:17,Arequipa,Mixta,Sandwich,Comidas,8.0,Ninguno,Lluvioso,1
T00902,S007,2023-09-29,9,Friday,20:50,Cusco,Comercial,Oreo,Snacks,3.8,Ninguno,Nublado,3
T00903,S009,2023-01-16,1,Monday,21:09,Lima,Residencial,Shampoo,Aseo,12.0,Descuento,Nublado,3
T00904,S001,2023-03-26,3,Sunday,20:03,Huancayo,Mixta,Hot Dog,Comidas,7.5,Ninguno,Soleado,5
T00905,S009,2023-11-20,11,Monday,16:26,Arequipa,Mixta,Jabon,Aseo,4.5,Ninguno,Lluvioso,5
T00906,S003,2023-01-05,1,Thursday,15:57,Huancayo,Comercial,Hot Dog,Comidas,7.5,Ninguno,Nublado,1
T00907,S007,2023-10-06,10,Friday,21:44,Piura,Comercial,Paracetamol,Farmacia,5.0,Ninguno,Soleado,3
T00908,S005,2023-07-19,7,Wednesday,11:33,Piura,Residencial,Agua 625ml,Bebidas,2.0,Combo,Lluvioso,2
T00909,S001,2023-09-24,9,Sunday,17:48,Lima,Mixta,Shampoo,Aseo,12.0,2x1,Lluvioso,4
T00910,S001,2023-06-05,6,Monday,20:32,Arequipa,Comercial,Empanada,Comidas,6.5,Ninguno,Lluvioso,2
T00911,S002,2023-03-05,3,Sunday,08:48,Cusco,Comercial,Shampoo,Aseo,12.0,2x1,Lluvioso,2
T00912,S010,2023-08-21,8,Monday,17:15,Trujillo,Mixta,Paracetamol,Farmacia,5.0,Descuento,Lluvioso,5
T00913,S010,2023-06-29,6,Thursday,16:18,Huancayo,Residencial,Paracetamol,Farmacia,5.0,2x1,Lluvioso,6
T00914,S006,2023-02-23,2,Thursday,17:33,Cusco,Residencial,Pilsen,Alcohol,6.0,Ninguno,Soleado,2
T00915,S003,2023-07-30,7,Sunday,09:05,Cusco,Residencial,Ibuprofeno,Farmacia,6.0,Ninguno,Nublado,2
T00916,S007,2023-12-13,12,Wednesday,19:37,Arequipa,Mixta,Agua 625ml,Bebidas,2.0,Ninguno,Nublado,4
